repo_full_name,pr_number,pr_title,created_at,merged_at,closed_at,status,library_name,days_to_resolution
firecrawl/firecrawl,579,apps/api(deps-dev): bump the dev-deps group across 1 directory with 9 updates,2024-08-28,,2024-09-02,closed,unknown,5.0
firecrawl/firecrawl,575,apps/test-suite(deps): bump the prod-deps group across 1 directory with 6 updates,2024-08-26,,2024-09-02,closed,unknown,7.0
firecrawl/firecrawl,574,apps/test-suite(deps-dev): bump the dev-deps group across 1 directory with 2 updates,2024-08-26,,2024-09-09,closed,unknown,15.0
firecrawl/firecrawl,573,apps/api(deps): bump the prod-deps group across 1 directory with 29 updates,2024-08-26,,2024-08-28,closed,unknown,2.0
firecrawl/firecrawl,572,apps/api(deps-dev): bump the dev-deps group across 1 directory with 9 updates,2024-08-26,,2024-08-28,closed,unknown,2.0
firecrawl/firecrawl,571,apps/playwright-service(deps): bump the prod-deps group across 1 directory with 2 updates,2024-08-26,,2024-09-09,closed,unknown,14.0
firecrawl/firecrawl,565,apps/api(deps): bump the prod-deps group across 1 directory with 29 updates,2024-08-21,,2024-08-26,closed,unknown,5.0
firecrawl/firecrawl,564,apps/api(deps-dev): bump the dev-deps group across 1 directory with 9 updates,2024-08-21,,2024-08-26,closed,unknown,5.0
firecrawl/firecrawl,553,apps/api(deps-dev): bump the dev-deps group in /apps/api with 9 updates,2024-08-19,,2024-08-21,closed,unknown,2.0
firecrawl/firecrawl,552,apps/test-suite(deps-dev): bump typescript from 5.4.5 to 5.5.4 in /apps/test-suite in the dev-deps group,2024-08-19,,2024-08-26,closed,typescript,7.0
firecrawl/firecrawl,551,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 6 updates,2024-08-19,,2024-08-26,closed,unknown,7.0
firecrawl/firecrawl,550,apps/api(deps): bump the prod-deps group in /apps/api with 29 updates,2024-08-19,,2024-08-21,closed,unknown,2.0
firecrawl/firecrawl,549,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-08-19,,2024-08-26,closed,unknown,7.0
firecrawl/firecrawl,524,apps/api(deps-dev): bump the dev-deps group in /apps/api with 9 updates,2024-08-12,,2024-08-12,closed,unknown,0.0
firecrawl/firecrawl,523,apps/api(deps): bump the prod-deps group in /apps/api with 27 updates,2024-08-12,,2024-08-12,closed,unknown,0.0
firecrawl/firecrawl,522,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-08-12,,2024-08-12,closed,unknown,0.0
firecrawl/firecrawl,521,apps/test-suite(deps-dev): bump typescript from 5.4.5 to 5.5.4 in /apps/test-suite in the dev-deps group,2024-08-12,,2024-08-12,closed,typescript,0.0
firecrawl/firecrawl,520,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 5 updates,2024-08-12,,2024-08-12,closed,unknown,0.0
firecrawl/firecrawl,502,apps/api(deps-dev): bump the dev-deps group in /apps/api with 9 updates,2024-08-05,,2024-08-05,closed,unknown,0.0
firecrawl/firecrawl,501,apps/api(deps): bump the prod-deps group in /apps/api with 25 updates,2024-08-05,,2024-08-05,closed,unknown,0.0
firecrawl/firecrawl,500,apps/test-suite(deps-dev): bump typescript from 5.4.5 to 5.5.4 in /apps/test-suite in the dev-deps group,2024-08-05,,2024-08-05,closed,typescript,0.0
firecrawl/firecrawl,499,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 5 updates,2024-08-05,,2024-08-05,closed,unknown,0.0
firecrawl/firecrawl,498,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-08-05,,2024-08-05,closed,unknown,0.0
firecrawl/firecrawl,473,apps/api(deps-dev): bump the dev-deps group in /apps/api with 9 updates,2024-07-29,,2024-07-29,closed,unknown,0.0
firecrawl/firecrawl,472,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-07-29,,2024-07-29,closed,unknown,0.0
firecrawl/firecrawl,471,apps/api(deps): bump the prod-deps group in /apps/api with 20 updates,2024-07-29,,2024-07-29,closed,unknown,0.0
firecrawl/firecrawl,470,apps/test-suite(deps-dev): bump typescript from 5.4.5 to 5.5.4 in /apps/test-suite in the dev-deps group,2024-07-29,,2024-07-29,closed,typescript,0.0
firecrawl/firecrawl,469,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 4 updates,2024-07-29,,2024-07-29,closed,unknown,0.0
firecrawl/firecrawl,445,apps/api(deps-dev): bump the dev-deps group in /apps/api with 9 updates,2024-07-22,,2024-07-22,closed,unknown,0.0
firecrawl/firecrawl,444,apps/api(deps): bump the prod-deps group in /apps/api with 17 updates,2024-07-22,,2024-07-22,closed,unknown,0.0
firecrawl/firecrawl,443,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 4 updates,2024-07-22,,2024-07-22,closed,unknown,0.0
firecrawl/firecrawl,406,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-07-15,,2024-07-15,closed,unknown,0.0
firecrawl/firecrawl,405,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 4 updates,2024-07-15,,2024-07-15,closed,unknown,0.0
firecrawl/firecrawl,404,apps/api(deps-dev): bump the dev-deps group in /apps/api with 9 updates,2024-07-15,,2024-07-15,closed,unknown,0.0
firecrawl/firecrawl,403,apps/api(deps): bump the prod-deps group in /apps/api with 18 updates,2024-07-15,,2024-07-15,closed,unknown,0.0
firecrawl/firecrawl,382,apps/playwright-service(deps): bump playwright from 1.44.0 to 1.45.0 in /apps/playwright-service in the prod-deps group,2024-07-08,,2024-07-09,closed,playwright,1.0
firecrawl/firecrawl,381,apps/test-suite(deps-dev): bump typescript from 5.4.5 to 5.5.3 in /apps/test-suite in the dev-deps group,2024-07-08,,2024-07-08,closed,typescript,1.0
firecrawl/firecrawl,380,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 3 updates,2024-07-08,,2024-07-09,closed,unknown,1.0
firecrawl/firecrawl,379,apps/api(deps-dev): bump the dev-deps group in /apps/api with 9 updates,2024-07-08,,2024-07-09,closed,unknown,1.0
firecrawl/firecrawl,378,apps/api(deps): bump the prod-deps group in /apps/api with 11 updates,2024-07-08,,2024-07-09,closed,unknown,1.0
firecrawl/firecrawl,350,apps/api(deps-dev): bump the dev-deps group in /apps/api with 9 updates,2024-07-02,,2024-07-05,closed,unknown,3.0
firecrawl/firecrawl,349,apps/api(deps): bump the prod-deps group in /apps/api with 28 updates,2024-07-02,2024-07-05,2024-07-05,merged,unknown,3.0
firecrawl/firecrawl,348,apps/test-suite(deps-dev): bump typescript from 5.4.5 to 5.5.3 in /apps/test-suite in the dev-deps group,2024-07-02,2024-07-05,2024-07-05,merged,typescript,3.0
firecrawl/firecrawl,347,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 6 updates,2024-07-02,2024-07-05,2024-07-05,merged,unknown,3.0
firecrawl/firecrawl,346,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 3 updates,2024-07-02,2024-07-03,2024-07-03,merged,unknown,1.0
NousResearch/hermes-agent,24300,chore(deps): bump python-dotenv from 1.2.1 to 1.2.2,2026-05-12,,,open,python-dotenv,
NousResearch/hermes-agent,24011,chore(deps): bump mermaid from 11.13.0 to 11.15.0 in /website,2026-05-11,,,open,mermaid,
NousResearch/hermes-agent,23942,chore(deps): bump urllib3 from 2.6.3 to 2.7.0,2026-05-11,,,open,urllib3,
NousResearch/hermes-agent,23923,chore(actions)(deps): bump google/osv-scanner-action/.github/workflows/osv-scanner-reusable.yml from 2.3.5 to 2.3.8 in the actions-minor-patch group,2026-05-11,,,open,google/osv-scanner-action/.github/workflows/osv-scanner-reusable.yml,
NousResearch/hermes-agent,22783,chore(deps): bump @babel/plugin-transform-modules-systemjs from 7.29.0 to 7.29.4 in /website,2026-05-09,,,open,@babel/plugin-transform-modules-systemjs,
NousResearch/hermes-agent,22082,chore(deps): bump fast-uri from 3.1.0 to 3.1.2 in /website,2026-05-08,,,open,fast-uri,
NousResearch/hermes-agent,20932,chore(deps): bump python-multipart from 0.0.22 to 0.0.27,2026-05-06,,,open,python-multipart,
NousResearch/hermes-agent,20931,chore(deps): bump gitpython from 3.1.46 to 3.1.49,2026-05-06,,,open,gitpython,
NousResearch/hermes-agent,20910,chore(deps): bump gitpython from 3.1.46 to 3.1.48,2026-05-06,,2026-05-06,closed,gitpython,0.0
NousResearch/hermes-agent,20236,chore(deps): bump lodash from 4.17.23 to 4.18.1 in /website,2026-05-05,,,open,lodash,
NousResearch/hermes-agent,20235,chore(deps): bump follow-redirects from 1.15.11 to 1.16.0 in /website,2026-05-05,,,open,follow-redirects,
NousResearch/hermes-agent,20234,chore(deps): bump lodash-es and langium in /website,2026-05-05,,,open,unknown,
NousResearch/hermes-agent,20047,chore(actions)(deps): bump actions/checkout from 4.3.1 to 6.0.2,2026-05-05,,,open,actions/checkout,
NousResearch/hermes-agent,20046,chore(actions)(deps): bump actions/setup-python from 5.3.0 to 6.2.0,2026-05-05,,,open,actions/setup-python,
NousResearch/hermes-agent,20045,chore(actions)(deps): bump docker/setup-qemu-action from 3.7.0 to 4.0.0,2026-05-05,,2026-05-08,closed,docker/setup-qemu-action,4.0
NousResearch/hermes-agent,20044,chore(actions)(deps): bump docker/build-push-action from 6.19.2 to 7.1.0,2026-05-05,,,open,docker/build-push-action,
NousResearch/hermes-agent,20043,chore(actions)(deps): bump docker/login-action from 3.7.0 to 4.1.0,2026-05-05,,,open,docker/login-action,
NousResearch/hermes-agent,20041,chore(deps): bump dompurify from 3.3.3 to 3.4.2 in /website,2026-05-05,,,open,dompurify,
